"TIME","GEO","NRG_BAL","INDIC_NRG","Value","Flag and Footnotes"
"2015M08","Belgium","Imports","Volume - thousand barrels","18,872.77",""
"2015M08","Belgium","Imports","Average price - USD per barrel","46.52",""
"2015M08","Bulgaria","Imports","Volume - thousand barrels","3,356.81",""
"2015M08","Bulgaria","Imports","Average price - USD per barrel","45.80",""
"2015M08","Czechia","Imports","Volume - thousand barrels","0.00",""
"2015M08","Czechia","Imports","Average price - USD per barrel",":","z"
"2015M08","Denmark","Imports","Volume - thousand barrels","2,543.00",""
"2015M08","Denmark","Imports","Average price - USD per barrel","48.76",""
"2015M08","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","51,645.00",""
"2015M08","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","48.05",""
"2015M08","Estonia","Imports","Volume - thousand barrels",":",""
"2015M08","Estonia","Imports","Average price - USD per barrel",":",""
"2015M08","Ireland","Imports","Volume - thousand barrels","2,233.02",""
"2015M08","Ireland","Imports","Average price - USD per barrel","47.70",""
"2015M08","Greece","Imports","Volume - thousand barrels","15,523.00",""
"2015M08","Greece","Imports","Average price - USD per barrel","45.06",""
"2015M08","Spain","Imports","Volume - thousand barrels","40,568.04",""
"2015M08","Spain","Imports","Average price - USD per barrel","46.49",""
"2015M08","France","Imports","Volume - thousand barrels","28,965.50",""
"2015M08","France","Imports","Average price - USD per barrel","50.72",""
"2015M08","Croatia","Imports","Volume - thousand barrels",":",""
"2015M08","Croatia","Imports","Average price - USD per barrel",":",""
"2015M08","Italy","Imports","Volume - thousand barrels","39,033.60",""
"2015M08","Italy","Imports","Average price - USD per barrel","48.87",""
"2015M08","Cyprus","Imports","Volume - thousand barrels",":",""
"2015M08","Cyprus","Imports","Average price - USD per barrel",":",""
"2015M08","Latvia","Imports","Volume - thousand barrels",":",""
"2015M08","Latvia","Imports","Average price - USD per barrel",":",""
"2015M08","Lithuania","Imports","Volume - thousand barrels","4,948.42",""
"2015M08","Lithuania","Imports","Average price - USD per barrel","46.67",""
"2015M08","Luxembourg","Imports","Volume - thousand barrels",":",""
"2015M08","Luxembourg","Imports","Average price - USD per barrel",":",""
"2015M08","Hungary","Imports","Volume - thousand barrels","4,003.31",""
"2015M08","Hungary","Imports","Average price - USD per barrel","44.92",""
"2015M08","Malta","Imports","Volume - thousand barrels",":",""
"2015M08","Malta","Imports","Average price - USD per barrel",":",""
"2015M08","Netherlands","Imports","Volume - thousand barrels","39,272.00",""
"2015M08","Netherlands","Imports","Average price - USD per barrel","47.60",""
"2015M08","Austria","Imports","Volume - thousand barrels","4,905.32",""
"2015M08","Austria","Imports","Average price - USD per barrel","55.71",""
"2015M08","Poland","Imports","Volume - thousand barrels","17,081.73",""
"2015M08","Poland","Imports","Average price - USD per barrel","44.90",""
"2015M08","Portugal","Imports","Volume - thousand barrels","8,724.27",""
"2015M08","Portugal","Imports","Average price - USD per barrel","49.14",""
"2015M08","Romania","Imports","Volume - thousand barrels","5,766.86",""
"2015M08","Romania","Imports","Average price - USD per barrel","48.32",""
"2015M08","Slovenia","Imports","Volume - thousand barrels",":",""
"2015M08","Slovenia","Imports","Average price - USD per barrel",":",""
"2015M08","Slovakia","Imports","Volume - thousand barrels","3,722.30",""
"2015M08","Slovakia","Imports","Average price - USD per barrel","45.11",""
"2015M08","Finland","Imports","Volume - thousand barrels","6,998.31",""
"2015M08","Finland","Imports","Average price - USD per barrel","45.85",""
"2015M08","Sweden","Imports","Volume - thousand barrels","11,555.00",""
"2015M08","Sweden","Imports","Average price - USD per barrel","47.78",""
"2015M08","Norway","Imports","Volume - thousand barrels",":",""
"2015M08","Norway","Imports","Average price - USD per barrel",":",""
"2015M08","United Kingdom","Imports","Volume - thousand barrels","24,010.70",""
"2015M08","United Kingdom","Imports","Average price - USD per barrel","49.59",""
"2015M08","Montenegro","Imports","Volume - thousand barrels",":",""
"2015M08","Montenegro","Imports","Average price - USD per barrel",":",""
"2015M08","Türkiye","Imports","Volume - thousand barrels",":",""
"2015M08","Türkiye","Imports","Average price - USD per barrel",":",""
"2015M08","Moldova","Imports","Volume - thousand barrels",":",""
"2015M08","Moldova","Imports","Average price - USD per barrel",":",""
"2015M09","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2015M09","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2015M09","Belgium","Imports","Volume - thousand barrels","16,591.06",""
"2015M09","Belgium","Imports","Average price - USD per barrel","46.65",""
"2015M09","Bulgaria","Imports","Volume - thousand barrels","4,061.12",""
"2015M09","Bulgaria","Imports","Average price - USD per barrel","46.99",""
"2015M09","Czechia","Imports","Volume - thousand barrels","0.00",""
"2015M09","Czechia","Imports","Average price - USD per barrel",":","z"
"2015M09","Denmark","Imports","Volume - thousand barrels","3,828.00",""
"2015M09","Denmark","Imports","Average price - USD per barrel","48.40",""
"2015M09","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","57,743.00",""
"2015M09","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","47.32",""
"2015M09","Estonia","Imports","Volume - thousand barrels",":",""
"2015M09","Estonia","Imports","Average price - USD per barrel",":",""
"2015M09","Ireland","Imports","Volume - thousand barrels","2,440.02",""
"2015M09","Ireland","Imports","Average price - USD per barrel","48.37",""
"2015M09","Greece","Imports","Volume - thousand barrels","13,393.00",""
"2015M09","Greece","Imports","Average price - USD per barrel","45.15",""
"2015M09","Spain","Imports","Volume - thousand barrels","41,253.71",""
"2015M09","Spain","Imports","Average price - USD per barrel","43.56",""
"2015M09","France","Imports","Volume - thousand barrels","39,752.40",""
"2015M09","France","Imports","Average price - USD per barrel","47.76",""
"2015M09","Croatia","Imports","Volume - thousand barrels",":",""
"2015M09","Croatia","Imports","Average price - USD per barrel",":",""
"2015M09","Italy","Imports","Volume - thousand barrels","38,207.63",""
"2015M09","Italy","Imports","Average price - USD per barrel","46.68",""
"2015M09","Cyprus","Imports","Volume - thousand barrels",":",""
"2015M09","Cyprus","Imports","Average price - USD per barrel",":",""
"2015M09","Latvia","Imports","Volume - thousand barrels",":",""
"2015M09","Latvia","Imports","Average price - USD per barrel",":",""
"2015M09","Lithuania","Imports","Volume - thousand barrels","5,045.59",""
"2015M09","Lithuania","Imports","Average price - USD per barrel","45.55",""
"2015M09","Luxembourg","Imports","Volume - thousand barrels",":",""
"2015M09","Luxembourg","Imports","Average price - USD per barrel",":",""
"2015M09","Hungary","Imports","Volume - thousand barrels","3,507.50",""
"2015M09","Hungary","Imports","Average price - USD per barrel","45.48",""
"2015M09","Malta","Imports","Volume - thousand barrels",":",""
"2015M09","Malta","Imports","Average price - USD per barrel",":",""
"2015M09","Netherlands","Imports","Volume - thousand barrels","35,817.00",""
"2015M09","Netherlands","Imports","Average price - USD per barrel","47.07",""
"2015M09","Austria","Imports","Volume - thousand barrels","5,846.93",""
"2015M09","Austria","Imports","Average price - USD per barrel","48.79",""
"2015M09","Poland","Imports","Volume - thousand barrels","16,864.24",""
"2015M09","Poland","Imports","Average price - USD per barrel","45.37",""
"2015M09","Portugal","Imports","Volume - thousand barrels","7,611.78",""
"2015M09","Portugal","Imports","Average price - USD per barrel","47.20",""
"2015M09","Romania","Imports","Volume - thousand barrels","3,825.59",""
"2015M09","Romania","Imports","Average price - USD per barrel","47.45",""
"2015M09","Slovenia","Imports","Volume - thousand barrels",":",""
"2015M09","Slovenia","Imports","Average price - USD per barrel",":",""
"2015M09","Slovakia","Imports","Volume - thousand barrels","3,651.78",""
"2015M09","Slovakia","Imports","Average price - USD per barrel","46.54",""
"2015M09","Finland","Imports","Volume - thousand barrels","7,167.34",""
"2015M09","Finland","Imports","Average price - USD per barrel","47.03",""
"2015M09","Sweden","Imports","Volume - thousand barrels","12,974.00",""
"2015M09","Sweden","Imports","Average price - USD per barrel","46.71",""
"2015M09","Norway","Imports","Volume - thousand barrels",":",""
"2015M09","Norway","Imports","Average price - USD per barrel",":",""
"2015M09","United Kingdom","Imports","Volume - thousand barrels","20,099.76",""
"2015M09","United Kingdom","Imports","Average price - USD per barrel","47.89",""
"2015M09","Montenegro","Imports","Volume - thousand barrels",":",""
"2015M09","Montenegro","Imports","Average price - USD per barrel",":",""
"2015M09","Türkiye","Imports","Volume - thousand barrels",":",""
"2015M09","Türkiye","Imports","Average price - USD per barrel",":",""
"2015M09","Moldova","Imports","Volume - thousand barrels",":",""
"2015M09","Moldova","Imports","Average price - USD per barrel",":",""
"2015M10","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2015M10","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2015M10","Belgium","Imports","Volume - thousand barrels","20,100.07",""
"2015M10","Belgium","Imports","Average price - USD per barrel","46.85",""
"2015M10","Bulgaria","Imports","Volume - thousand barrels","3,728.91",""
"2015M10","Bulgaria","Imports","Average price - USD per barrel","40.13",""
"2015M10","Czechia","Imports","Volume - thousand barrels","0.00",""
"2015M10","Czechia","Imports","Average price - USD per barrel",":","z"
"2015M10","Denmark","Imports","Volume - thousand barrels","2,419.00",""
"2015M10","Denmark","Imports","Average price - USD per barrel","50.00",""
"2015M10","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","51,838.00",""
"2015M10","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","47.38",""
"2015M10","Estonia","Imports","Volume - thousand barrels",":",""
"2015M10","Estonia","Imports","Average price - USD per barrel",":",""
"2015M10","Ireland","Imports","Volume - thousand barrels","2,429.76",""
"2015M10","Ireland","Imports","Average price - USD per barrel","49.21",""
"2015M10","Greece","Imports","Volume - thousand barrels","14,507.00",""
"2015M10","Greece","Imports","Average price - USD per barrel","45.07",""
"2015M10","Spain","Imports","Volume - thousand barrels","39,339.55",""
"2015M10","Spain","Imports","Average price - USD per barrel","45.85",""
"2015M10","France","Imports","Volume - thousand barrels","37,724.80",""
"2015M10","France","Imports","Average price - USD per barrel","48.67",""
"2015M10","Croatia","Imports","Volume - thousand barrels",":",""
"2015M10","Croatia","Imports","Average price - USD per barrel",":",""
"2015M10","Italy","Imports","Volume - thousand barrels","38,318.00",""
"2015M10","Italy","Imports","Average price - USD per barrel","47.51",""
"2015M10","Cyprus","Imports","Volume - thousand barrels",":",""
"2015M10","Cyprus","Imports","Average price - USD per barrel",":",""
"2015M10","Latvia","Imports","Volume - thousand barrels",":",""
"2015M10","Latvia","Imports","Average price - USD per barrel",":",""
"2015M10","Lithuania","Imports","Volume - thousand barrels","6,510.82",""
"2015M10","Lithuania","Imports","Average price - USD per barrel","46.14",""
"2015M10","Luxembourg","Imports","Volume - thousand barrels",":",""
"2015M10","Luxembourg","Imports","Average price - USD per barrel",":",""
"2015M10","Hungary","Imports","Volume - thousand barrels","4,537.60",""
"2015M10","Hungary","Imports","Average price - USD per barrel","45.55",""
"2015M10","Malta","Imports","Volume - thousand barrels",":",""
"2015M10","Malta","Imports","Average price - USD per barrel",":",""
"2015M10","Netherlands","Imports","Volume - thousand barrels","38,064.00",""
"2015M10","Netherlands","Imports","Average price - USD per barrel","47.22",""
"2015M10","Austria","Imports","Volume - thousand barrels","4,780.81",""
"2015M10","Austria","Imports","Average price - USD per barrel","48.48",""
"2015M10","Poland","Imports","Volume - thousand barrels","16,833.91",""
"2015M10","Poland","Imports","Average price - USD per barrel","45.53",""
"2015M10","Portugal","Imports","Volume - thousand barrels","9,748.53",""
"2015M10","Portugal","Imports","Average price - USD per barrel","49.06",""
"2015M10","Romania","Imports","Volume - thousand barrels","2,315.77",""
"2015M10","Romania","Imports","Average price - USD per barrel","47.05",""
"2015M10","Slovenia","Imports","Volume - thousand barrels",":",""
"2015M10","Slovenia","Imports","Average price - USD per barrel",":",""
"2015M10","Slovakia","Imports","Volume - thousand barrels","3,065.48",""
"2015M10","Slovakia","Imports","Average price - USD per barrel","46.30",""
"2015M10","Finland","Imports","Volume - thousand barrels","7,457.52",""
"2015M10","Finland","Imports","Average price - USD per barrel","47.58",""
"2015M10","Sweden","Imports","Volume - thousand barrels","14,203.00",""
"2015M10","Sweden","Imports","Average price - USD per barrel","48.31",""
"2015M10","Norway","Imports","Volume - thousand barrels",":",""
"2015M10","Norway","Imports","Average price - USD per barrel",":",""
"2015M10","United Kingdom","Imports","Volume - thousand barrels","28,233.52",""
"2015M10","United Kingdom","Imports","Average price - USD per barrel","49.14",""
"2015M10","Montenegro","Imports","Volume - thousand barrels",":",""
"2015M10","Montenegro","Imports","Average price - USD per barrel",":",""
"2015M10","Türkiye","Imports","Volume - thousand barrels",":",""
"2015M10","Türkiye","Imports","Average price - USD per barrel",":",""
"2015M10","Moldova","Imports","Volume - thousand barrels",":",""
"2015M10","Moldova","Imports","Average price - USD per barrel",":",""
"2015M11","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2015M11","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2015M11","Belgium","Imports","Volume - thousand barrels","17,451.60",""
"2015M11","Belgium","Imports","Average price - USD per barrel","43.11",""
"2015M11","Bulgaria","Imports","Volume - thousand barrels","4,053.96",""
"2015M11","Bulgaria","Imports","Average price - USD per barrel","42.94",""
"2015M11","Czechia","Imports","Volume - thousand barrels","0.00",""
"2015M11","Czechia","Imports","Average price - USD per barrel",":","z"
"2015M11","Denmark","Imports","Volume - thousand barrels","1,968.00",""
"2015M11","Denmark","Imports","Average price - USD per barrel","42.65",""
"2015M11","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","49,383.00",""
"2015M11","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","44.09",""
"2015M11","Estonia","Imports","Volume - thousand barrels",":",""
"2015M11","Estonia","Imports","Average price - USD per barrel",":",""
"2015M11","Ireland","Imports","Volume - thousand barrels","1,882.26",""
"2015M11","Ireland","Imports","Average price - USD per barrel","45.43",""
"2015M11","Greece","Imports","Volume - thousand barrels","17,460.00",""
"2015M11","Greece","Imports","Average price - USD per barrel","38.97",""
"2015M11","Spain","Imports","Volume - thousand barrels","35,989.64",""
"2015M11","Spain","Imports","Average price - USD per barrel","42.66",""
"2015M11","France","Imports","Volume - thousand barrels","32,702.00",""
"2015M11","France","Imports","Average price - USD per barrel","45.95",""
"2015M11","Croatia","Imports","Volume - thousand barrels",":",""
"2015M11","Croatia","Imports","Average price - USD per barrel",":",""
"2015M11","Italy","Imports","Volume - thousand barrels","39,349.34",""
"2015M11","Italy","Imports","Average price - USD per barrel","43.93",""
"2015M11","Cyprus","Imports","Volume - thousand barrels",":",""
"2015M11","Cyprus","Imports","Average price - USD per barrel",":",""
"2015M11","Latvia","Imports","Volume - thousand barrels",":",""
"2015M11","Latvia","Imports","Average price - USD per barrel",":",""
"2015M11","Lithuania","Imports","Volume - thousand barrels","4,242.54",""
"2015M11","Lithuania","Imports","Average price - USD per barrel","40.38",""
"2015M11","Luxembourg","Imports","Volume - thousand barrels",":",""
"2015M11","Luxembourg","Imports","Average price - USD per barrel",":",""
"2015M11","Hungary","Imports","Volume - thousand barrels","4,221.70",""
"2015M11","Hungary","Imports","Average price - USD per barrel","40.47",""
"2015M11","Malta","Imports","Volume - thousand barrels",":",""
"2015M11","Malta","Imports","Average price - USD per barrel",":",""
"2015M11","Netherlands","Imports","Volume - thousand barrels","33,458.00",""
"2015M11","Netherlands","Imports","Average price - USD per barrel","43.12",""
"2015M11","Austria","Imports","Volume - thousand barrels","5,369.34",""
"2015M11","Austria","Imports","Average price - USD per barrel","49.96",""
"2015M11","Poland","Imports","Volume - thousand barrels","14,691.73",""
"2015M11","Poland","Imports","Average price - USD per barrel","40.93",""
"2015M11","Portugal","Imports","Volume - thousand barrels","8,764.61",""
"2015M11","Portugal","Imports","Average price - USD per barrel","45.78",""
"2015M11","Romania","Imports","Volume - thousand barrels","2,558.69",""
"2015M11","Romania","Imports","Average price - USD per barrel","41.81",""
"2015M11","Slovenia","Imports","Volume - thousand barrels",":",""
"2015M11","Slovenia","Imports","Average price - USD per barrel",":",""
"2015M11","Slovakia","Imports","Volume - thousand barrels","3,468.58",""
"2015M11","Slovakia","Imports","Average price - USD per barrel","41.03",""
"2015M11","Finland","Imports","Volume - thousand barrels","5,785.81",""
"2015M11","Finland","Imports","Average price - USD per barrel","40.27",""
"2015M11","Sweden","Imports","Volume - thousand barrels","12,947.00",""
"2015M11","Sweden","Imports","Average price - USD per barrel","44.11",""
"2015M11","Norway","Imports","Volume - thousand barrels",":",""
"2015M11","Norway","Imports","Average price - USD per barrel",":",""
"2015M11","United Kingdom","Imports","Volume - thousand barrels","22,172.70",""
"2015M11","United Kingdom","Imports","Average price - USD per barrel","45.67",""
"2015M11","Montenegro","Imports","Volume - thousand barrels",":",""
"2015M11","Montenegro","Imports","Average price - USD per barrel",":",""
"2015M11","Türkiye","Imports","Volume - thousand barrels",":",""
"2015M11","Türkiye","Imports","Average price - USD per barrel",":",""
"2015M11","Moldova","Imports","Volume - thousand barrels",":",""
"2015M11","Moldova","Imports","Average price - USD per barrel",":",""
"2015M12","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2015M12","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2015M12","Belgium","Imports","Volume - thousand barrels","21,169.49",""
"2015M12","Belgium","Imports","Average price - USD per barrel","36.66",""
"2015M12","Bulgaria","Imports","Volume - thousand barrels","3,607.44",""
"2015M12","Bulgaria","Imports","Average price - USD per barrel","36.54",""
"2015M12","Czechia","Imports","Volume - thousand barrels","0.00",""
"2015M12","Czechia","Imports","Average price - USD per barrel",":","z"
"2015M12","Denmark","Imports","Volume - thousand barrels","2,523.00",""
"2015M12","Denmark","Imports","Average price - USD per barrel","37.62",""
"2015M12","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","54,480.00",""
"2015M12","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","39.09",""
"2015M12","Estonia","Imports","Volume - thousand barrels",":",""
"2015M12","Estonia","Imports","Average price - USD per barrel",":",""
"2015M12","Ireland","Imports","Volume - thousand barrels","1,743.23",""
"2015M12","Ireland","Imports","Average price - USD per barrel","39.32",""
"2015M12","Greece","Imports","Volume - thousand barrels","14,652.00",""
"2015M12","Greece","Imports","Average price - USD per barrel","35.08",""
"2015M12","Spain","Imports","Volume - thousand barrels","39,278.57",""
"2015M12","Spain","Imports","Average price - USD per barrel","35.34",""
"2015M12","France","Imports","Volume - thousand barrels","39,695.90",""
"2015M12","France","Imports","Average price - USD per barrel","39.38",""
"2015M12","Croatia","Imports","Volume - thousand barrels",":",""
"2015M12","Croatia","Imports","Average price - USD per barrel",":",""
"2015M12","Italy","Imports","Volume - thousand barrels","43,234.04",""
"2015M12","Italy","Imports","Average price - USD per barrel","37.60",""
"2015M12","Cyprus","Imports","Volume - thousand barrels",":",""
"2015M12","Cyprus","Imports","Average price - USD per barrel",":",""
"2015M12","Latvia","Imports","Volume - thousand barrels",":",""
"2015M12","Latvia","Imports","Average price - USD per barrel",":",""
"2015M12","Lithuania","Imports","Volume - thousand barrels","5,765.52",""
"2015M12","Lithuania","Imports","Average price - USD per barrel","35.70",""
"2015M12","Luxembourg","Imports","Volume - thousand barrels",":",""
"2015M12","Luxembourg","Imports","Average price - USD per barrel",":",""
"2015M12","Hungary","Imports","Volume - thousand barrels","4,047.66",""
"2015M12","Hungary","Imports","Average price - USD per barrel","34.53",""
"2015M12","Malta","Imports","Volume - thousand barrels",":",""
"2015M12","Malta","Imports","Average price - USD per barrel",":",""
"2015M12","Netherlands","Imports","Volume - thousand barrels","41,336.00",""
"2015M12","Netherlands","Imports","Average price - USD per barrel","36.88",""
"2015M12","Austria","Imports","Volume - thousand barrels","5,313.27",""
"2015M12","Austria","Imports","Average price - USD per barrel","44.77",""
"2015M12","Poland","Imports","Volume - thousand barrels","18,927.27",""
"2015M12","Poland","Imports","Average price - USD per barrel","34.46",""
"2015M12","Portugal","Imports","Volume - thousand barrels","8,542.70",""
"2015M12","Portugal","Imports","Average price - USD per barrel","41.61",""
"2015M12","Romania","Imports","Volume - thousand barrels","3,020.10",""
"2015M12","Romania","Imports","Average price - USD per barrel","37.36",""
"2015M12","Slovenia","Imports","Volume - thousand barrels",":",""
"2015M12","Slovenia","Imports","Average price - USD per barrel",":",""
"2015M12","Slovakia","Imports","Volume - thousand barrels","3,930.37",""
"2015M12","Slovakia","Imports","Average price - USD per barrel","35.84",""
"2015M12","Finland","Imports","Volume - thousand barrels","13,186.07",""
"2015M12","Finland","Imports","Average price - USD per barrel","35.07",""
"2015M12","Sweden","Imports","Volume - thousand barrels","12,990.00",""
"2015M12","Sweden","Imports","Average price - USD per barrel","37.46",""
"2015M12","Norway","Imports","Volume - thousand barrels",":",""
"2015M12","Norway","Imports","Average price - USD per barrel",":",""
"2015M12","United Kingdom","Imports","Volume - thousand barrels","21,946.85",""
"2015M12","United Kingdom","Imports","Average price - USD per barrel","40.24",""
"2015M12","Montenegro","Imports","Volume - thousand barrels",":",""
"2015M12","Montenegro","Imports","Average price - USD per barrel",":",""
"2015M12","Türkiye","Imports","Volume - thousand barrels",":",""
"2015M12","Türkiye","Imports","Average price - USD per barrel",":",""
"2015M12","Moldova","Imports","Volume - thousand barrels",":",""
"2015M12","Moldova","Imports","Average price - USD per barrel",":",""
"2016M01","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2016M01","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2016M01","Belgium","Imports","Volume - thousand barrels","19,758.54",""
"2016M01","Belgium","Imports","Average price - USD per barrel","29.64",""
"2016M01","Bulgaria","Imports","Volume - thousand barrels","4,208.58",""
"2016M01","Bulgaria","Imports","Average price - USD per barrel","29.93",""
"2016M01","Czechia","Imports","Volume - thousand barrels","0.00",""
"2016M01","Czechia","Imports","Average price - USD per barrel",":","z"
"2016M01","Denmark","Imports","Volume - thousand barrels","3,069.00",""
"2016M01","Denmark","Imports","Average price - USD per barrel","30.46",""
"2016M01","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","50,754.00",""
"2016M01","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","31.40",""
"2016M01","Estonia","Imports","Volume - thousand barrels",":",""
"2016M01","Estonia","Imports","Average price - USD per barrel",":",""
"2016M01","Ireland","Imports","Volume - thousand barrels","1,817.75",""
"2016M01","Ireland","Imports","Average price - USD per barrel","32.34",""
"2016M01","Greece","Imports","Volume - thousand barrels","14,135.00",""
"2016M01","Greece","Imports","Average price - USD per barrel","28.05",""
"2016M01","Spain","Imports","Volume - thousand barrels","37,867.10",""
"2016M01","Spain","Imports","Average price - USD per barrel","29.45",""
"2016M01","France","Imports","Volume - thousand barrels","34,413.60",""
"2016M01","France","Imports","Average price - USD per barrel","33.20",""
"2016M01","Croatia","Imports","Volume - thousand barrels",":",""
"2016M01","Croatia","Imports","Average price - USD per barrel",":",""
"2016M01","Italy","Imports","Volume - thousand barrels","36,412.53",""
"2016M01","Italy","Imports","Average price - USD per barrel","30.47",""
"2016M01","Cyprus","Imports","Volume - thousand barrels",":",""
"2016M01","Cyprus","Imports","Average price - USD per barrel",":",""
"2016M01","Latvia","Imports","Volume - thousand barrels",":",""
"2016M01","Latvia","Imports","Average price - USD per barrel",":",""
"2016M01","Lithuania","Imports","Volume - thousand barrels","5,789.04",""
"2016M01","Lithuania","Imports","Average price - USD per barrel","27.86",""
"2016M01","Luxembourg","Imports","Volume - thousand barrels",":",""
"2016M01","Luxembourg","Imports","Average price - USD per barrel",":",""
"2016M01","Hungary","Imports","Volume - thousand barrels","3,585.53",""
"2016M01","Hungary","Imports","Average price - USD per barrel","26.94",""
"2016M01","Malta","Imports","Volume - thousand barrels",":",""
"2016M01","Malta","Imports","Average price - USD per barrel",":",""
"2016M01","Netherlands","Imports","Volume - thousand barrels","39,137.00",""
"2016M01","Netherlands","Imports","Average price - USD per barrel","29.50",""
"2016M01","Austria","Imports","Volume - thousand barrels","4,574.13",""
"2016M01","Austria","Imports","Average price - USD per barrel","36.26",""
"2016M01","Poland","Imports","Volume - thousand barrels","13,832.92",""
"2016M01","Poland","Imports","Average price - USD per barrel","26.92",""
"2016M01","Portugal","Imports","Volume - thousand barrels","7,279.25",""
"2016M01","Portugal","Imports","Average price - USD per barrel","32.69",""
"2016M01","Romania","Imports","Volume - thousand barrels","4,278.95",""
"2016M01","Romania","Imports","Average price - USD per barrel","29.84",""
"2016M01","Slovenia","Imports","Volume - thousand barrels",":",""
"2016M01","Slovenia","Imports","Average price - USD per barrel",":",""
"2016M01","Slovakia","Imports","Volume - thousand barrels","3,608.29",""
"2016M01","Slovakia","Imports","Average price - USD per barrel","27.91",""
"2016M01","Finland","Imports","Volume - thousand barrels","5,787.04",""
"2016M01","Finland","Imports","Average price - USD per barrel","31.65",""
"2016M01","Sweden","Imports","Volume - thousand barrels","12,476.00",""
"2016M01","Sweden","Imports","Average price - USD per barrel","30.25",""
"2016M01","Norway","Imports","Volume - thousand barrels",":",""
"2016M01","Norway","Imports","Average price - USD per barrel",":",""
"2016M01","United Kingdom","Imports","Volume - thousand barrels","21,808.28",""
"2016M01","United Kingdom","Imports","Average price - USD per barrel","33.36",""
"2016M01","Montenegro","Imports","Volume - thousand barrels",":",""
"2016M01","Montenegro","Imports","Average price - USD per barrel",":",""
"2016M01","Türkiye","Imports","Volume - thousand barrels",":",""
"2016M01","Türkiye","Imports","Average price - USD per barrel",":",""
"2016M01","Moldova","Imports","Volume - thousand barrels",":",""
"2016M01","Moldova","Imports","Average price - USD per barrel",":",""
"2016M02","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2016M02","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2016M02","Belgium","Imports","Volume - thousand barrels","21,761.00",""
"2016M02","Belgium","Imports","Average price - USD per barrel","30.14",""
"2016M02","Bulgaria","Imports","Volume - thousand barrels","3,467.30",""
"2016M02","Bulgaria","Imports","Average price - USD per barrel","30.66",""
"2016M02","Czechia","Imports","Volume - thousand barrels","0.00",""
"2016M02","Czechia","Imports","Average price - USD per barrel",":","z"
"2016M02","Denmark","Imports","Volume - thousand barrels","2,533.00",""
"2016M02","Denmark","Imports","Average price - USD per barrel","33.96",""
"2016M02","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","50,966.00",""
"2016M02","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","31.83",""
"2016M02","Estonia","Imports","Volume - thousand barrels",":",""
"2016M02","Estonia","Imports","Average price - USD per barrel",":",""
"2016M02","Ireland","Imports","Volume - thousand barrels","1,827.41",""
"2016M02","Ireland","Imports","Average price - USD per barrel","33.83",""
"2016M02","Greece","Imports","Volume - thousand barrels","15,744.00",""
"2016M02","Greece","Imports","Average price - USD per barrel","31.05",""
"2016M02","Spain","Imports","Volume - thousand barrels","36,516.53",""
"2016M02","Spain","Imports","Average price - USD per barrel","29.07",""
"2016M02","France","Imports","Volume - thousand barrels","33,634.00",""
"2016M02","France","Imports","Average price - USD per barrel","32.50",""
"2016M02","Croatia","Imports","Volume - thousand barrels",":",""
"2016M02","Croatia","Imports","Average price - USD per barrel",":",""
"2016M02","Italy","Imports","Volume - thousand barrels","32,119.13",""
"2016M02","Italy","Imports","Average price - USD per barrel","31.25",""
"2016M02","Cyprus","Imports","Volume - thousand barrels",":",""
"2016M02","Cyprus","Imports","Average price - USD per barrel",":",""
"2016M02","Latvia","Imports","Volume - thousand barrels",":",""
"2016M02","Latvia","Imports","Average price - USD per barrel",":",""
"2016M02","Lithuania","Imports","Volume - thousand barrels","5,756.70",""
"2016M02","Lithuania","Imports","Average price - USD per barrel","29.31",""
"2016M02","Luxembourg","Imports","Volume - thousand barrels",":",""
