"TIME","GEO","NRG_BAL","INDIC_NRG","Value","Flag and Footnotes"
"2007M07","Greece","Imports","Average price - USD per barrel","73.55",""
"2007M07","Spain","Imports","Volume - thousand barrels","34,957.00",""
"2007M07","Spain","Imports","Average price - USD per barrel","72.40",""
"2007M07","France","Imports","Volume - thousand barrels","54,802.20",""
"2007M07","France","Imports","Average price - USD per barrel","75.47",""
"2007M07","Croatia","Imports","Volume - thousand barrels",":",""
"2007M07","Croatia","Imports","Average price - USD per barrel",":",""
"2007M07","Italy","Imports","Volume - thousand barrels","51,810.22",""
"2007M07","Italy","Imports","Average price - USD per barrel","73.83",""
"2007M07","Cyprus","Imports","Volume - thousand barrels",":",""
"2007M07","Cyprus","Imports","Average price - USD per barrel",":",""
"2007M07","Latvia","Imports","Volume - thousand barrels",":",""
"2007M07","Latvia","Imports","Average price - USD per barrel",":",""
"2007M07","Lithuania","Imports","Volume - thousand barrels","4,713.36",""
"2007M07","Lithuania","Imports","Average price - USD per barrel","73.76",""
"2007M07","Luxembourg","Imports","Volume - thousand barrels",":",""
"2007M07","Luxembourg","Imports","Average price - USD per barrel",":",""
"2007M07","Hungary","Imports","Volume - thousand barrels","4,517.93",""
"2007M07","Hungary","Imports","Average price - USD per barrel","73.78",""
"2007M07","Malta","Imports","Volume - thousand barrels",":",""
"2007M07","Malta","Imports","Average price - USD per barrel",":",""
"2007M07","Netherlands","Imports","Volume - thousand barrels","32,148.00",""
"2007M07","Netherlands","Imports","Average price - USD per barrel","72.17",""
"2007M07","Austria","Imports","Volume - thousand barrels","5,002.00",""
"2007M07","Austria","Imports","Average price - USD per barrel","73.68",""
"2007M07","Poland","Imports","Volume - thousand barrels","12,614.91",""
"2007M07","Poland","Imports","Average price - USD per barrel","74.61",""
"2007M07","Portugal","Imports","Volume - thousand barrels","5,550.00",""
"2007M07","Portugal","Imports","Average price - USD per barrel","74.53",""
"2007M07","Romania","Imports","Volume - thousand barrels","0.00",""
"2007M07","Romania","Imports","Average price - USD per barrel",":","z"
"2007M07","Slovenia","Imports","Volume - thousand barrels",":",""
"2007M07","Slovenia","Imports","Average price - USD per barrel",":",""
"2007M07","Slovakia","Imports","Volume - thousand barrels","3,776.01",""
"2007M07","Slovakia","Imports","Average price - USD per barrel","74.28",""
"2007M07","Finland","Imports","Volume - thousand barrels","7,765.17",""
"2007M07","Finland","Imports","Average price - USD per barrel","76.03",""
"2007M07","Sweden","Imports","Volume - thousand barrels","11,686.00",""
"2007M07","Sweden","Imports","Average price - USD per barrel","76.07",""
"2007M07","Norway","Imports","Volume - thousand barrels",":",""
"2007M07","Norway","Imports","Average price - USD per barrel",":",""
"2007M07","United Kingdom","Imports","Volume - thousand barrels","27,668.46",""
"2007M07","United Kingdom","Imports","Average price - USD per barrel","78.03",""
"2007M07","Montenegro","Imports","Volume - thousand barrels",":",""
"2007M07","Montenegro","Imports","Average price - USD per barrel",":",""
"2007M07","Türkiye","Imports","Volume - thousand barrels",":",""
"2007M07","Türkiye","Imports","Average price - USD per barrel",":",""
"2007M07","Moldova","Imports","Volume - thousand barrels",":",""
"2007M07","Moldova","Imports","Average price - USD per barrel",":",""
"2007M08","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2007M08","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2007M08","Belgium","Imports","Volume - thousand barrels","21,917.00",""
"2007M08","Belgium","Imports","Average price - USD per barrel","69.05",""
"2007M08","Bulgaria","Imports","Volume - thousand barrels","0.00",""
"2007M08","Bulgaria","Imports","Average price - USD per barrel",":","z"
"2007M08","Czechia","Imports","Volume - thousand barrels","4,613.63",""
"2007M08","Czechia","Imports","Average price - USD per barrel","70.71",""
"2007M08","Denmark","Imports","Volume - thousand barrels","547.00",""
"2007M08","Denmark","Imports","Average price - USD per barrel","76.87",""
"2007M08","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","62,494.00",""
"2007M08","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","70.95",""
"2007M08","Estonia","Imports","Volume - thousand barrels",":",""
"2007M08","Estonia","Imports","Average price - USD per barrel",":",""
"2007M08","Ireland","Imports","Volume - thousand barrels","1,874.79",""
"2007M08","Ireland","Imports","Average price - USD per barrel","72.37",""
"2007M08","Greece","Imports","Volume - thousand barrels","11,762.00",""
"2007M08","Greece","Imports","Average price - USD per barrel","69.62",""
"2007M08","Spain","Imports","Volume - thousand barrels","34,696.34",""
"2007M08","Spain","Imports","Average price - USD per barrel","70.14",""
"2007M08","France","Imports","Volume - thousand barrels","50,234.07",""
"2007M08","France","Imports","Average price - USD per barrel","72.38",""
"2007M08","Croatia","Imports","Volume - thousand barrels",":",""
"2007M08","Croatia","Imports","Average price - USD per barrel",":",""
"2007M08","Italy","Imports","Volume - thousand barrels","54,524.87",""
"2007M08","Italy","Imports","Average price - USD per barrel","71.03",""
"2007M08","Cyprus","Imports","Volume - thousand barrels",":",""
"2007M08","Cyprus","Imports","Average price - USD per barrel",":",""
"2007M08","Latvia","Imports","Volume - thousand barrels",":",""
"2007M08","Latvia","Imports","Average price - USD per barrel",":",""
"2007M08","Lithuania","Imports","Volume - thousand barrels","3,504.95",""
"2007M08","Lithuania","Imports","Average price - USD per barrel","67.16",""
"2007M08","Luxembourg","Imports","Volume - thousand barrels",":",""
"2007M08","Luxembourg","Imports","Average price - USD per barrel",":",""
"2007M08","Hungary","Imports","Volume - thousand barrels","4,240.99",""
"2007M08","Hungary","Imports","Average price - USD per barrel","67.79",""
"2007M08","Malta","Imports","Volume - thousand barrels",":",""
"2007M08","Malta","Imports","Average price - USD per barrel",":",""
"2007M08","Netherlands","Imports","Volume - thousand barrels","32,692.00",""
"2007M08","Netherlands","Imports","Average price - USD per barrel","67.64",""
"2007M08","Austria","Imports","Volume - thousand barrels","5,168.00",""
"2007M08","Austria","Imports","Average price - USD per barrel","76.34",""
"2007M08","Poland","Imports","Volume - thousand barrels","11,803.94",""
"2007M08","Poland","Imports","Average price - USD per barrel","67.94",""
"2007M08","Portugal","Imports","Volume - thousand barrels","8,188.15",""
"2007M08","Portugal","Imports","Average price - USD per barrel","72.67",""
"2007M08","Romania","Imports","Volume - thousand barrels","0.00",""
"2007M08","Romania","Imports","Average price - USD per barrel",":","z"
"2007M08","Slovenia","Imports","Volume - thousand barrels",":",""
"2007M08","Slovenia","Imports","Average price - USD per barrel",":",""
"2007M08","Slovakia","Imports","Volume - thousand barrels","3,946.81",""
"2007M08","Slovakia","Imports","Average price - USD per barrel","68.61",""
"2007M08","Finland","Imports","Volume - thousand barrels","7,992.57",""
"2007M08","Finland","Imports","Average price - USD per barrel","68.53",""
"2007M08","Sweden","Imports","Volume - thousand barrels","10,368.00",""
"2007M08","Sweden","Imports","Average price - USD per barrel","70.38",""
"2007M08","Norway","Imports","Volume - thousand barrels",":",""
"2007M08","Norway","Imports","Average price - USD per barrel",":",""
"2007M08","United Kingdom","Imports","Volume - thousand barrels","40,361.71",""
"2007M08","United Kingdom","Imports","Average price - USD per barrel","73.42",""
"2007M08","Montenegro","Imports","Volume - thousand barrels",":",""
"2007M08","Montenegro","Imports","Average price - USD per barrel",":",""
"2007M08","Türkiye","Imports","Volume - thousand barrels",":",""
"2007M08","Türkiye","Imports","Average price - USD per barrel",":",""
"2007M08","Moldova","Imports","Volume - thousand barrels",":",""
"2007M08","Moldova","Imports","Average price - USD per barrel",":",""
"2007M09","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2007M09","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2007M09","Belgium","Imports","Volume - thousand barrels","21,711.00",""
"2007M09","Belgium","Imports","Average price - USD per barrel","74.43",""
"2007M09","Bulgaria","Imports","Volume - thousand barrels","0.00",""
"2007M09","Bulgaria","Imports","Average price - USD per barrel",":","z"
"2007M09","Czechia","Imports","Volume - thousand barrels","2,882.45",""
"2007M09","Czechia","Imports","Average price - USD per barrel","71.06",""
"2007M09","Denmark","Imports","Volume - thousand barrels","2,010.00",""
"2007M09","Denmark","Imports","Average price - USD per barrel","79.56",""
"2007M09","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","63,265.00",""
"2007M09","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","75.76",""
"2007M09","Estonia","Imports","Volume - thousand barrels",":",""
"2007M09","Estonia","Imports","Average price - USD per barrel",":",""
"2007M09","Ireland","Imports","Volume - thousand barrels","2,504.10",""
"2007M09","Ireland","Imports","Average price - USD per barrel","77.48",""
"2007M09","Greece","Imports","Volume - thousand barrels","11,449.00",""
"2007M09","Greece","Imports","Average price - USD per barrel","75.17",""
"2007M09","Spain","Imports","Volume - thousand barrels","36,982.97",""
"2007M09","Spain","Imports","Average price - USD per barrel","73.60",""
"2007M09","France","Imports","Volume - thousand barrels","48,405.47",""
"2007M09","France","Imports","Average price - USD per barrel","75.25",""
"2007M09","Croatia","Imports","Volume - thousand barrels",":",""
"2007M09","Croatia","Imports","Average price - USD per barrel",":",""
"2007M09","Italy","Imports","Volume - thousand barrels","49,650.55",""
"2007M09","Italy","Imports","Average price - USD per barrel","74.10",""
"2007M09","Cyprus","Imports","Volume - thousand barrels",":",""
"2007M09","Cyprus","Imports","Average price - USD per barrel",":",""
"2007M09","Latvia","Imports","Volume - thousand barrels",":",""
"2007M09","Latvia","Imports","Average price - USD per barrel",":",""
"2007M09","Lithuania","Imports","Volume - thousand barrels","2,541.95",""
"2007M09","Lithuania","Imports","Average price - USD per barrel","75.79",""
"2007M09","Luxembourg","Imports","Volume - thousand barrels",":",""
"2007M09","Luxembourg","Imports","Average price - USD per barrel",":",""
"2007M09","Hungary","Imports","Volume - thousand barrels","4,476.53",""
"2007M09","Hungary","Imports","Average price - USD per barrel","73.06",""
"2007M09","Malta","Imports","Volume - thousand barrels",":",""
"2007M09","Malta","Imports","Average price - USD per barrel",":",""
"2007M09","Netherlands","Imports","Volume - thousand barrels","33,378.00",""
"2007M09","Netherlands","Imports","Average price - USD per barrel","71.98",""
"2007M09","Austria","Imports","Volume - thousand barrels","4,367.00",""
"2007M09","Austria","Imports","Average price - USD per barrel","72.46",""
"2007M09","Poland","Imports","Volume - thousand barrels","13,271.80",""
"2007M09","Poland","Imports","Average price - USD per barrel","73.19",""
"2007M09","Portugal","Imports","Volume - thousand barrels","7,974.87",""
"2007M09","Portugal","Imports","Average price - USD per barrel","72.71",""
"2007M09","Romania","Imports","Volume - thousand barrels","0.00",""
"2007M09","Romania","Imports","Average price - USD per barrel",":","z"
"2007M09","Slovenia","Imports","Volume - thousand barrels",":",""
"2007M09","Slovenia","Imports","Average price - USD per barrel",":",""
"2007M09","Slovakia","Imports","Volume - thousand barrels","4,496.07",""
"2007M09","Slovakia","Imports","Average price - USD per barrel","73.80",""
"2007M09","Finland","Imports","Volume - thousand barrels","8,388.62",""
"2007M09","Finland","Imports","Average price - USD per barrel","74.99",""
"2007M09","Sweden","Imports","Volume - thousand barrels","7,842.00",""
"2007M09","Sweden","Imports","Average price - USD per barrel","76.53",""
"2007M09","Norway","Imports","Volume - thousand barrels",":",""
"2007M09","Norway","Imports","Average price - USD per barrel",":",""
"2007M09","United Kingdom","Imports","Volume - thousand barrels","32,851.57",""
"2007M09","United Kingdom","Imports","Average price - USD per barrel","77.13",""
"2007M09","Montenegro","Imports","Volume - thousand barrels",":",""
"2007M09","Montenegro","Imports","Average price - USD per barrel",":",""
"2007M09","Türkiye","Imports","Volume - thousand barrels",":",""
"2007M09","Türkiye","Imports","Average price - USD per barrel",":",""
"2007M09","Moldova","Imports","Volume - thousand barrels",":",""
"2007M09","Moldova","Imports","Average price - USD per barrel",":",""
"2007M10","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2007M10","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2007M10","Belgium","Imports","Volume - thousand barrels","23,166.00",""
"2007M10","Belgium","Imports","Average price - USD per barrel","79.57",""
"2007M10","Bulgaria","Imports","Volume - thousand barrels","0.00",""
"2007M10","Bulgaria","Imports","Average price - USD per barrel",":","z"
"2007M10","Czechia","Imports","Volume - thousand barrels","2,960.29",""
"2007M10","Czechia","Imports","Average price - USD per barrel","75.06",""
"2007M10","Denmark","Imports","Volume - thousand barrels","911.00",""
"2007M10","Denmark","Imports","Average price - USD per barrel","86.53",""
"2007M10","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","70,124.00",""
"2007M10","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","81.86",""
"2007M10","Estonia","Imports","Volume - thousand barrels",":",""
"2007M10","Estonia","Imports","Average price - USD per barrel",":",""
"2007M10","Ireland","Imports","Volume - thousand barrels","1,854.89",""
"2007M10","Ireland","Imports","Average price - USD per barrel","85.47",""
"2007M10","Greece","Imports","Volume - thousand barrels","13,293.00",""
"2007M10","Greece","Imports","Average price - USD per barrel","80.26",""
"2007M10","Spain","Imports","Volume - thousand barrels","34,634.97",""
"2007M10","Spain","Imports","Average price - USD per barrel","78.99",""
"2007M10","France","Imports","Volume - thousand barrels","46,661.29",""
"2007M10","France","Imports","Average price - USD per barrel","81.51",""
"2007M10","Croatia","Imports","Volume - thousand barrels",":",""
"2007M10","Croatia","Imports","Average price - USD per barrel",":",""
"2007M10","Italy","Imports","Volume - thousand barrels","54,719.51",""
"2007M10","Italy","Imports","Average price - USD per barrel","79.37",""
"2007M10","Cyprus","Imports","Volume - thousand barrels",":",""
"2007M10","Cyprus","Imports","Average price - USD per barrel",":",""
"2007M10","Latvia","Imports","Volume - thousand barrels",":",""
"2007M10","Latvia","Imports","Average price - USD per barrel",":",""
"2007M10","Lithuania","Imports","Volume - thousand barrels","767.88",""
"2007M10","Lithuania","Imports","Average price - USD per barrel","87.29",""
"2007M10","Luxembourg","Imports","Volume - thousand barrels",":",""
"2007M10","Luxembourg","Imports","Average price - USD per barrel",":",""
"2007M10","Hungary","Imports","Volume - thousand barrels","3,627.92",""
"2007M10","Hungary","Imports","Average price - USD per barrel","78.87",""
"2007M10","Malta","Imports","Volume - thousand barrels",":",""
"2007M10","Malta","Imports","Average price - USD per barrel",":",""
"2007M10","Netherlands","Imports","Volume - thousand barrels","26,604.00",""
"2007M10","Netherlands","Imports","Average price - USD per barrel","75.33",""
"2007M10","Austria","Imports","Volume - thousand barrels","5,427.20",""
"2007M10","Austria","Imports","Average price - USD per barrel","78.38",""
"2007M10","Poland","Imports","Volume - thousand barrels","14,744.46",""
"2007M10","Poland","Imports","Average price - USD per barrel","79.01",""
"2007M10","Portugal","Imports","Volume - thousand barrels","6,596.50",""
"2007M10","Portugal","Imports","Average price - USD per barrel","79.43",""
"2007M10","Romania","Imports","Volume - thousand barrels","0.00",""
"2007M10","Romania","Imports","Average price - USD per barrel",":","z"
"2007M10","Slovenia","Imports","Volume - thousand barrels",":",""
"2007M10","Slovenia","Imports","Average price - USD per barrel",":",""
"2007M10","Slovakia","Imports","Volume - thousand barrels","3,885.02",""
"2007M10","Slovakia","Imports","Average price - USD per barrel","79.12",""
"2007M10","Finland","Imports","Volume - thousand barrels","7,457.67",""
"2007M10","Finland","Imports","Average price - USD per barrel","80.37",""
"2007M10","Sweden","Imports","Volume - thousand barrels","8,080.00",""
"2007M10","Sweden","Imports","Average price - USD per barrel","80.76",""
"2007M10","Norway","Imports","Volume - thousand barrels",":",""
"2007M10","Norway","Imports","Average price - USD per barrel",":",""
"2007M10","United Kingdom","Imports","Volume - thousand barrels","37,362.12",""
"2007M10","United Kingdom","Imports","Average price - USD per barrel","83.79",""
"2007M10","Montenegro","Imports","Volume - thousand barrels",":",""
"2007M10","Montenegro","Imports","Average price - USD per barrel",":",""
"2007M10","Türkiye","Imports","Volume - thousand barrels",":",""
"2007M10","Türkiye","Imports","Average price - USD per barrel",":",""
"2007M10","Moldova","Imports","Volume - thousand barrels",":",""
"2007M10","Moldova","Imports","Average price - USD per barrel",":",""
"2007M11","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2007M11","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2007M11","Belgium","Imports","Volume - thousand barrels","21,426.00",""
"2007M11","Belgium","Imports","Average price - USD per barrel","90.71",""
"2007M11","Bulgaria","Imports","Volume - thousand barrels","0.00",""
"2007M11","Bulgaria","Imports","Average price - USD per barrel",":","z"
"2007M11","Czechia","Imports","Volume - thousand barrels","3,506.62",""
"2007M11","Czechia","Imports","Average price - USD per barrel","82.41",""
"2007M11","Denmark","Imports","Volume - thousand barrels","1,848.00",""
"2007M11","Denmark","Imports","Average price - USD per barrel","95.51",""
"2007M11","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","64,046.00",""
"2007M11","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","91.08",""
"2007M11","Estonia","Imports","Volume - thousand barrels",":",""
"2007M11","Estonia","Imports","Average price - USD per barrel",":",""
"2007M11","Ireland","Imports","Volume - thousand barrels","2,137.66",""
"2007M11","Ireland","Imports","Average price - USD per barrel","94.31",""
"2007M11","Greece","Imports","Volume - thousand barrels","11,230.00",""
"2007M11","Greece","Imports","Average price - USD per barrel","90.29",""
"2007M11","Spain","Imports","Volume - thousand barrels","30,506.12",""
"2007M11","Spain","Imports","Average price - USD per barrel","89.66",""
"2007M11","France","Imports","Volume - thousand barrels","51,456.41",""
"2007M11","France","Imports","Average price - USD per barrel","91.08",""
"2007M11","Croatia","Imports","Volume - thousand barrels",":",""
"2007M11","Croatia","Imports","Average price - USD per barrel",":",""
"2007M11","Italy","Imports","Volume - thousand barrels","47,378.64",""
"2007M11","Italy","Imports","Average price - USD per barrel","89.46",""
"2007M11","Cyprus","Imports","Volume - thousand barrels",":",""
"2007M11","Cyprus","Imports","Average price - USD per barrel",":",""
"2007M11","Latvia","Imports","Volume - thousand barrels",":",""
"2007M11","Latvia","Imports","Average price - USD per barrel",":",""
"2007M11","Lithuania","Imports","Volume - thousand barrels","3,040.13",""
"2007M11","Lithuania","Imports","Average price - USD per barrel","91.19",""
"2007M11","Luxembourg","Imports","Volume - thousand barrels",":",""
"2007M11","Luxembourg","Imports","Average price - USD per barrel",":",""
"2007M11","Hungary","Imports","Volume - thousand barrels","4,291.10",""
"2007M11","Hungary","Imports","Average price - USD per barrel","89.23",""
"2007M11","Malta","Imports","Volume - thousand barrels",":",""
"2007M11","Malta","Imports","Average price - USD per barrel",":",""
"2007M11","Netherlands","Imports","Volume - thousand barrels","32,865.00",""
"2007M11","Netherlands","Imports","Average price - USD per barrel","86.16",""
"2007M11","Austria","Imports","Volume - thousand barrels","5,375.20",""
"2007M11","Austria","Imports","Average price - USD per barrel","87.37",""
"2007M11","Poland","Imports","Volume - thousand barrels","12,804.99",""
"2007M11","Poland","Imports","Average price - USD per barrel","89.08",""
"2007M11","Portugal","Imports","Volume - thousand barrels","6,034.69",""
"2007M11","Portugal","Imports","Average price - USD per barrel","88.40",""
"2007M11","Romania","Imports","Volume - thousand barrels","0.00",""
"2007M11","Romania","Imports","Average price - USD per barrel",":","z"
"2007M11","Slovenia","Imports","Volume - thousand barrels",":",""
"2007M11","Slovenia","Imports","Average price - USD per barrel",":",""
"2007M11","Slovakia","Imports","Volume - thousand barrels","3,730.82",""
"2007M11","Slovakia","Imports","Average price - USD per barrel","89.45",""
"2007M11","Finland","Imports","Volume - thousand barrels","7,087.19",""
"2007M11","Finland","Imports","Average price - USD per barrel","90.74",""
"2007M11","Sweden","Imports","Volume - thousand barrels","10,488.00",""
"2007M11","Sweden","Imports","Average price - USD per barrel","92.95",""
"2007M11","Norway","Imports","Volume - thousand barrels",":",""
"2007M11","Norway","Imports","Average price - USD per barrel",":",""
"2007M11","United Kingdom","Imports","Volume - thousand barrels","32,741.18",""
"2007M11","United Kingdom","Imports","Average price - USD per barrel","92.41",""
"2007M11","Montenegro","Imports","Volume - thousand barrels",":",""
"2007M11","Montenegro","Imports","Average price - USD per barrel",":",""
"2007M11","Türkiye","Imports","Volume - thousand barrels",":",""
"2007M11","Türkiye","Imports","Average price - USD per barrel",":",""
"2007M11","Moldova","Imports","Volume - thousand barrels",":",""
"2007M11","Moldova","Imports","Average price - USD per barrel",":",""
"2007M12","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2007M12","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2007M12","Belgium","Imports","Volume - thousand barrels","22,227.00",""
"2007M12","Belgium","Imports","Average price - USD per barrel","89.52",""
"2007M12","Bulgaria","Imports","Volume - thousand barrels","0.00",""
"2007M12","Bulgaria","Imports","Average price - USD per barrel",":","z"
"2007M12","Czechia","Imports","Volume - thousand barrels","5,051.51",""
"2007M12","Czechia","Imports","Average price - USD per barrel","89.52",""
"2007M12","Denmark","Imports","Volume - thousand barrels","1,031.00",""
"2007M12","Denmark","Imports","Average price - USD per barrel","93.80",""
"2007M12","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","71,091.00",""
"2007M12","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","90.74",""
"2007M12","Estonia","Imports","Volume - thousand barrels",":",""
"2007M12","Estonia","Imports","Average price - USD per barrel",":",""
"2007M12","Ireland","Imports","Volume - thousand barrels","2,487.14",""
"2007M12","Ireland","Imports","Average price - USD per barrel","93.87",""
"2007M12","Greece","Imports","Volume - thousand barrels","14,299.00",""
"2007M12","Greece","Imports","Average price - USD per barrel","89.47",""
"2007M12","Spain","Imports","Volume - thousand barrels","35,387.55",""
"2007M12","Spain","Imports","Average price - USD per barrel","88.96",""
"2007M12","France","Imports","Volume - thousand barrels","51,678.69",""
"2007M12","France","Imports","Average price - USD per barrel","91.38",""
"2007M12","Croatia","Imports","Volume - thousand barrels",":",""
"2007M12","Croatia","Imports","Average price - USD per barrel",":",""
"2007M12","Italy","Imports","Volume - thousand barrels","56,730.97",""
"2007M12","Italy","Imports","Average price - USD per barrel","90.52",""
"2007M12","Cyprus","Imports","Volume - thousand barrels",":",""
"2007M12","Cyprus","Imports","Average price - USD per barrel",":",""
"2007M12","Latvia","Imports","Volume - thousand barrels",":",""
"2007M12","Latvia","Imports","Average price - USD per barrel",":",""
"2007M12","Lithuania","Imports","Volume - thousand barrels","2,967.35",""
"2007M12","Lithuania","Imports","Average price - USD per barrel","93.50",""
"2007M12","Luxembourg","Imports","Volume - thousand barrels",":",""
"2007M12","Luxembourg","Imports","Average price - USD per barrel",":",""
"2007M12","Hungary","Imports","Volume - thousand barrels","4,248.91",""
"2007M12","Hungary","Imports","Average price - USD per barrel","86.96",""
"2007M12","Malta","Imports","Volume - thousand barrels",":",""
"2007M12","Malta","Imports","Average price - USD per barrel",":",""
"2007M12","Netherlands","Imports","Volume - thousand barrels","31,897.00",""
"2007M12","Netherlands","Imports","Average price - USD per barrel","86.85",""
"2007M12","Austria","Imports","Volume - thousand barrels","5,212.30",""
"2007M12","Austria","Imports","Average price - USD per barrel","91.62",""
"2007M12","Poland","Imports","Volume - thousand barrels","13,244.08",""
"2007M12","Poland","Imports","Average price - USD per barrel","86.86",""
"2007M12","Portugal","Imports","Volume - thousand barrels","7,626.74",""
"2007M12","Portugal","Imports","Average price - USD per barrel","91.13",""
"2007M12","Romania","Imports","Volume - thousand barrels","0.00",""
"2007M12","Romania","Imports","Average price - USD per barrel",":","z"
"2007M12","Slovenia","Imports","Volume - thousand barrels",":",""
"2007M12","Slovenia","Imports","Average price - USD per barrel",":",""
"2007M12","Slovakia","Imports","Volume - thousand barrels","3,929.12",""
"2007M12","Slovakia","Imports","Average price - USD per barrel","86.69",""
"2007M12","Finland","Imports","Volume - thousand barrels","6,755.15",""
"2007M12","Finland","Imports","Average price - USD per barrel","90.55",""
"2007M12","Sweden","Imports","Volume - thousand barrels","11,596.00",""
"2007M12","Sweden","Imports","Average price - USD per barrel","91.51",""
"2007M12","Norway","Imports","Volume - thousand barrels",":",""
"2007M12","Norway","Imports","Average price - USD per barrel",":",""
"2007M12","United Kingdom","Imports","Volume - thousand barrels","32,758.73",""
"2007M12","United Kingdom","Imports","Average price - USD per barrel","92.82",""
"2007M12","Montenegro","Imports","Volume - thousand barrels",":",""
"2007M12","Montenegro","Imports","Average price - USD per barrel",":",""
"2007M12","Türkiye","Imports","Volume - thousand barrels",":",""
"2007M12","Türkiye","Imports","Average price - USD per barrel",":",""
"2007M12","Moldova","Imports","Volume - thousand barrels",":",""
"2007M12","Moldova","Imports","Average price - USD per barrel",":",""
"2008M01","European Union - 27 countries (from 2020)","Imports","Volume - thousand barrels",":",""
"2008M01","European Union - 27 countries (from 2020)","Imports","Average price - USD per barrel",":",""
"2008M01","Belgium","Imports","Volume - thousand barrels","21,294.00",""
"2008M01","Belgium","Imports","Average price - USD per barrel","91.06",""
"2008M01","Bulgaria","Imports","Volume - thousand barrels","4,750.93",""
"2008M01","Bulgaria","Imports","Average price - USD per barrel","88.92",""
"2008M01","Czechia","Imports","Volume - thousand barrels","4,206.76",""
"2008M01","Czechia","Imports","Average price - USD per barrel","89.09",""
"2008M01","Denmark","Imports","Volume - thousand barrels","1,679.00",""
"2008M01","Denmark","Imports","Average price - USD per barrel","95.91",""
"2008M01","Germany (until 1990 former territory of the FRG)","Imports","Volume - thousand barrels","67,280.00",""
"2008M01","Germany (until 1990 former territory of the FRG)","Imports","Average price - USD per barrel","91.37",""
"2008M01","Estonia","Imports","Volume - thousand barrels",":",""
"2008M01","Estonia","Imports","Average price - USD per barrel",":",""
"2008M01","Ireland","Imports","Volume - thousand barrels","1,889.14",""
"2008M01","Ireland","Imports","Average price - USD per barrel","94.63",""
"2008M01","Greece","Imports","Volume - thousand barrels","13,644.00",""
"2008M01","Greece","Imports","Average price - USD per barrel","87.13",""
"2008M01","Spain","Imports","Volume - thousand barrels","37,521.57",""
"2008M01","Spain","Imports","Average price - USD per barrel","90.56",""
"2008M01","France","Imports","Volume - thousand barrels","55,703.28",""
"2008M01","France","Imports","Average price - USD per barrel","93.62",""
"2008M01","Croatia","Imports","Volume - thousand barrels",":",""
"2008M01","Croatia","Imports","Average price - USD per barrel",":",""
"2008M01","Italy","Imports","Volume - thousand barrels","54,127.07",""
"2008M01","Italy","Imports","Average price - USD per barrel","91.11",""
"2008M01","Cyprus","Imports","Volume - thousand barrels",":",""
"2008M01","Cyprus","Imports","Average price - USD per barrel",":",""
"2008M01","Latvia","Imports","Volume - thousand barrels",":",""
"2008M01","Latvia","Imports","Average price - USD per barrel",":",""
"2008M01","Lithuania","Imports","Volume - thousand barrels","3,701.58",""
"2008M01","Lithuania","Imports","Average price - USD per barrel","88.33",""
"2008M01","Luxembourg","Imports","Volume - thousand barrels",":",""
"2008M01","Luxembourg","Imports","Average price - USD per barrel",":",""
"2008M01","Hungary","Imports","Volume - thousand barrels","3,708.60",""
"2008M01","Hungary","Imports","Average price - USD per barrel","88.62",""
"2008M01","Malta","Imports","Volume - thousand barrels",":",""
"2008M01","Malta","Imports","Average price - USD per barrel",":",""
"2008M01","Netherlands","Imports","Volume - thousand barrels","32,716.00",""
"2008M01","Netherlands","Imports","Average price - USD per barrel","89.26",""
"2008M01","Austria","Imports","Volume - thousand barrels","4,671.90",""
"2008M01","Austria","Imports","Average price - USD per barrel","95.93",""
"2008M01","Poland","Imports","Volume - thousand barrels","12,698.48",""
"2008M01","Poland","Imports","Average price - USD per barrel","88.60",""
"2008M01","Portugal","Imports","Volume - thousand barrels","9,565.74",""
"2008M01","Portugal","Imports","Average price - USD per barrel","93.52",""
"2008M01","Romania","Imports","Volume - thousand barrels","4,749.94",""
"2008M01","Romania","Imports","Average price - USD per barrel","88.82",""
"2008M01","Slovenia","Imports","Volume - thousand barrels",":",""
"2008M01","Slovenia","Imports","Average price - USD per barrel",":",""
